R-22
0.00063113,13.014,85.398,356.55
-104.0
0.00063218,11.854,86.46,357.03
-103.0
0.00063323,10.811,87.521,357.51
-102.0
0.00063428,9.8735,88.583,358
-101.0
0.00063534,9.0284,89.644,358.48
-100.0
0.00063641,8.266,90.705,358.97
-99.0
0.00063748,7.5771,91.767,359.45
-98.0
0.00063855,6.954,92.828,359.94
-97.0
0.00063963,6.3897,93.889,360.43
-96.0
0.00064071,5.8779,94.95,360.91
-95.0
0.0006418,5.4132,96.011,361.4
-94.0
0.00064289,4.9908,97.073,361.89
-93.0
0.00064398,4.6064,98.134,362.38
-92.0
0.00064508,4.2561,99.195,362.87
-91.0
0.00064619,3.9366,100.26,363.36
-90.0
0.0006473,3.6448,101.32,363.85
-89.0
0.00064841,3.378,102.38,364.34
-88.0
0.00064953,3.1338,103.44,364.83
-87.0
0.00065065,2.9102,104.5,365.33
-86.0
0.00065178,2.705,105.56,365.82
-85.0
0.00065292,2.5167,106.63,366.31
-84.0
0.00065406,2.3436,107.69,366.8
-83.0
0.0006552,2.1845,108.75,367.3
-82.0
0.00065635,2.0379,109.81,367.79
-81.0
0.00065751,1.9028,110.87,368.28
-80.0
0.00065867,1.7782,111.94,368.77
-79.0
0.00065984,1.6631,113,369.27
-78.0
0.00066101,1.5567,114.06,369.76
-77.0
0.00066219,1.4584,115.13,370.25
-76.0
0.00066338,1.3673,116.19,370.75
-75.0
0.00066457,1.2829,117.25,371.24
-74.0
0.00066576,1.2046,118.32,371.73
-73.0
0.00066697,1.132,119.38,372.22
-72.0
0.00066818,1.0645,120.45,372.72
-71.0
0.00066939,1.0018,121.51,373.21
-70.0
0.00067061,0.94342,122.58,373.7
-69.0
0.00067184,0.88908,123.64,374.19
-68.0
0.00067308,0.83844,124.71,374.68
-67.0
0.00067432,0.79121,125.78,375.17
-66.0
0.00067557,0.74714,126.85,375.66
-65.0
0.00067682,0.70599,127.91,376.15
-64.0
0.00067809,0.66752,128.98,376.64
-63.0
0.00067936,0.63155,130.05,377.13
-62.0
0.00068064,0.59788,131.12,377.62
-61.0
0.00068192,0.56635,132.19,378.11
-60.0
0.00068321,0.5368,133.27,378.59
-59.0
0.00068451,0.50909,134.34,379.08
-58.0
0.00068582,0.48309,135.41,379.56
-57.0
0.00068714,0.45867,136.48,380.05
-56.0
0.00068846,0.43573,137.56,380.53
-55.0
0.00068979,0.41416,138.63,381.02
-54.0
0.00069113,0.39387,139.71,381.5
-53.0
0.00069248,0.37478,140.79,381.98
-52.0
0.00069383,0.35679,141.87,382.46
-51.0
0.00069520,0.33983,142.95,382.94
-50.0
0.00069657,0.32385,144.03,383.42
-49.0
0.00069796,0.30876,145.11,383.89
-48.0
0.00069935,0.29453,146.19,384.37
-47.0
0.00070075,0.28108,147.27,384.84
-46.0
0.00070216,0.26837,148.36,385.32
-45.0
0.00070358,0.25635,149.44,385.79
-44.0
0.00070501,0.24498,150.53,386.26
-43.0
0.00070645,0.23422,151.62,386.73
-42.0
0.00070790,0.22402,152.70,387.20
-41.0
0.00070936,0.21437,153.80,387.66
-40.0
0.00071083,0.20521,154.89,388.13
-39.0
0.00071231,0.19653,155.98,388.59
-38.0
0.00071380,0.18829,157.07,389.06
-37.0
0.00071530,0.18047,158.17,389.52
-36.0
0.00071681,0.17304,159.27,389.97
-35.0
0.00071834,0.16598,160.37,390.43
-34.0
0.00071987,0.15927,161.47,390.89
-33.0
0.00072142,0.15289,162.57,391.34
-32.0
0.00072297,0.14682,163.67,391.79
-31.0
0.00072454,0.14103,164.78,392.24
-30.0
0.00072612,0.13553,165.88,392.69
-29.0
0.00072772,0.13028,166.99,393.14
-28.0
0.00072932,0.12528,168.10,393.58
-27.0
0.00073094,0.12052,169.21,394.03
-26.0
0.00073258,0.11597,170.33,394.47
-25.0
0.00073422,0.11163,171.44,394.90
-24.0
0.00073588,0.10749,172.56,395.34
-23.0
0.00073755,0.10353,173.68,395.77
-22.0
0.00073923,0.099749,174.80,396.21
-21.0
0.00074093,0.096135,175.92,396.64
-20.0
0.00074265,0.092681,177.04,397.06
-19.0
0.00074438,0.089376,178.17,397.49
-18.0
0.00074612,0.086214,179.30,397.91
-17.0
0.00074788,0.083188,180.43,398.33
-16.0
0.00074965,0.080290,181.56,398.75
-15.0
0.00075144,0.077514,182.70,399.16
-14.0
0.00075324,0.074854,183.83,399.57
-13.0
0.00075506,0.072305,184.97,399.98
-12.0
0.00075690,0.069860,186.11,400.39
-11.0
0.00075875,0.067515,187.26,400.80
-10.0
0.00076062,0.065266,188.40,401.20
-9.0
0.00076251,0.063106,189.55,401.60
-8.0
0.00076441,0.061033,190.70,401.99
-7.0
0.00076634,0.059042,191.86,402.38
-6.0
0.00076828,0.057129,193.01,402.77
-5.0
0.00077024,0.055291,194.17,403.16
-4.0
0.00077222,0.053524,195.33,403.55
-3.0
0.00077421,0.051825,196.49,403.93
-2.0
0.00077623,0.050191,197.66,404.3
-1.0
0.00077827,0.048618,198.83,404.68
0.0
0.00078033,0.047105,200.00,405.05
1.0
0.0007824,0.045647,201.17,405.42
2.0
0.0007845,0.044244,202.35,405.78
3.0
0.00078663,0.042893,203.53,406.14
4.0
0.00078877,0.04159,204.71,406.5
5.0
0.00079094,0.040335,205.90,406.85
6.0
0.00079313,0.039125,207.09,407.2
7.0
0.00079534,0.037958,208.28,407.54
8.0
0.00079758,0.036833,209.47,407.89
9.0
0.00079984,0.035747,210.67,408.22
10.0
0.00080213,0.034699,211.87,408.56
11.0
0.00080444,0.033687,213.07,408.89
12.0
0.00080678,0.03271,214.28,409.21
13.0
0.00080914,0.031767,215.49,409.53
14.0
0.00081154,0.030855,216.70,409.85
15.0
0.00081396,0.029974,217.92,410.16
16.0
0.00081641,0.029123,219.14,410.47
17.0
0.00081889,0.0283,220.36,410.78
18.0
0.0008214,0.027504,221.59,411.07
19.0
0.00082394,0.026734,222.82,411.37
20.0
0.00082651,0.025989,224.06,411.66
21.0
0.00082911,0.025269,225.30,411.94
22.0
0.00083175,0.024571,226.54,412.22
23.0
0.00083442,0.023896,227.78,412.50
24.0
0.00083713,0.023241,229.04,412.77
25.0
0.00083987,0.022608,230.29,413.03
26.0
0.00084265,0.021994,231.55,413.29
27.0
0.00084547,0.021399,232.81,413.54
28.0
0.00084833,0.020823,234.08,413.79
29.0
0.00085123,0.020264,235.35,414.03
30.0
0.00085416,0.019722,236.62,414.26
31.0
0.00085714,0.019196,237.90,414.49
32.0
0.00086017,0.018686,239.19,414.71
33.0
0.00086324,0.018191,240.48,414.93
34.0
0.00086635,0.017711,241.77,415.14
35.0
0.00086952,0.017245,243.07,415.34
36.0
0.00087273,0.016792,244.38,415.54
37.0
0.00087599,0.016353,245.69,415.72
38.0
0.00087931,0.015926,247.00,415.91
39.0
0.00088268,0.015511,248.32,416.08
40.0
0.00088611,0.015107,249.65,416.25
41.0
0.00088959,0.014715,250.98,416.40
42.0
0.00089314,0.014334,252.32,416.55
43.0
0.00089674,0.013964,253.66,416.7
44.0
0.00090042,0.013603,255.01,416.83
45.0
0.00090416,0.013253,256.36,416.95
46.0
0.00090797,0.012911,257.73,417.07
47.0
0.00091185,0.012579,259.1,417.18
48.0
0.0009158,0.012256,260.47,417.27
49.0
0.00091984,0.011941,261.85,417.36
50.0
0.00092396,0.011634,263.25,417.44
51.0
0.00092816,0.011336,264.64,417.5
52.0
0.00093245,0.011045,266.05,417.56
53.0
0.00093683,0.010761,267.46,417.6
54.0
0.00094131,0.010484,268.89,417.63
55.0
0.0009459,0.010215,270.32,417.65
56.0
0.00095058,0.0099515,271.76,417.66
57.0
0.00095538,0.0096949,273.21,417.65
58.0
0.0009603,0.0094444,274.66,417.63
59.0
0.00096534,0.0092,276.13,417.6
60.0
0.00097051,0.0089613,277.61,417.55
61.0
0.00097582,0.0087281,279.1,417.49
62.0
0.00098127,0.0085004,280.6,417.41
63.0
0.00098687,0.0082778,282.12,417.31
64.0
0.00099263,0.0080602,283.64,417.2
65.0
0.00099857,0.0078475,285.18,417.06
66.0
0.0010047,0.0076393,286.74,416.91
67.0
0.001011,0.0074357,288.3,416.74
68.0
0.0010175,0.0072363,289.88,416.55
69.0
0.0010242,0.007041,291.48,416.33
70.0
0.0010312,0.0068497,293.1,416.09
71.0
0.0010384,0.0066622,294.73,415.83
72.0
0.0010459,0.0064783,296.38,415.54
73.0
0.0010537,0.0062979,298.05,415.22
74.0
0.0010618,0.0061208,299.74,414.87
75.0
0.0010703,0.0059468,301.46,414.49
76.0
0.0010791,0.0057758,303.2,414.08
77.0
0.0010883,0.0056075,304.96,413.62
78.0
0.001098,0.0054419,306.76,413.13
79.0
0.0011082,0.0052786,308.58,412.6
80.0
0.0011189,0.0051176,310.44,412.01
81.0
0.0011302,0.0049586,312.34,411.38
82.0
0.0011423,0.0048013,314.27,410.68
83.0
0.0011551,0.0046455,316.25,409.93
84.0
0.0011689,0.004491,318.29,409.1
85.0
0.0011837,0.0043373,320.38,408.19
86.0
0.0011997,0.004184,322.54,407.18
87.0
0.0012172,0.0040307,324.77,406.07
88.0
0.0012364,0.0038768,327.09,404.83
89.0
0.0012578,0.0037214,329.52,403.45
90.0
0.0012819,0.0035635,332.09,401.87
/R-22



R-134a
-51.0
0.00069007,0.64038,134.44,367.02
-50.0
0.00069142,0.6062,135.67,367.65
-49.0
0.00069277,0.57417,136.91,368.29
-48.0
0.00069414,0.54415,138.15,368.92
-47.0
0.00069551,0.51599,139.40,369.56
-46.0
0.00069689,0.48955,140.64,370.19
-45.0
0.00069828,0.46473,141.89,370.83
-44.0
0.00069968,0.4414,143.14,371.46
-43.0
0.00070109,0.41946,144.39,372.1
-42.0
0.00070251,0.39881,145.64,372.73
-41.0
0.00070393,0.37938,146.89,373.37
-40.0
0.00070537,0.36108,148.14,374
-39.0
0.00070681,0.34382,149.40,374.64
-38.0
0.00070826,0.32755,150.66,375.27
-37.0
0.00070973,0.3122,151.92,375.9
-36.0
0.0007112,0.29771,153.18,376.54
-35.0
0.00071268,0.28402,154.44,377.17
-34.0
0.00071418,0.27108,155.71,377.8
-33.0
0.00071568,0.25885,156.98,378.43
-32.0
0.00071719,0.24727,158.25,379.06
-31.0
0.00071872,0.23632,159.52,379.69
-30.0
0.00072025,0.22594,160.79,380.32
-29.0
0.0007218,0.21612,162.07,380.95
-28.0
0.00072336,0.2068,163.34,381.57
-27.0
0.00072492,0.19796,164.62,382.2
-26.0
0.0007265,0.18958,165.90,382.82
-25.0
0.00072809,0.18162,167.19,383.45
-24.0
0.0007297,0.17407,168.47,384.07
-23.0
0.00073131,0.16688,169.76,384.69
-22.0
0.00073294,0.16006,171.05,385.32
-21.0
0.00073458,0.15357,172.34,385.94
-20.0
0.00073623,0.14739,173.64,386.55
-19.0
0.0007379,0.14152,174.93,387.17
-18.0
0.00073958,0.13592,176.23,387.79
-17.0
0.00074127,0.13059,177.53,388.4
-16.0
0.00074297,0.12551,178.83,389.02
-15.0
0.00074469,0.12067,180.14,389.63
-14.0
0.00074643,0.11605,181.44,390.24
-13.0
0.00074818,0.11165,182.75,390.85
-12.0
0.00074994,0.10744,184.07,391.46
-11.0
0.00075172,0.10343,185.38,392.06
-10.0
0.00075351,0.09959,186.70,392.66
-9.0
0.00075532,0.095925,188.02,393.27
-8.0
0.00075714,0.092422,189.34,393.87
-7.0
0.00075898,0.089072,190.66,394.47
-6.0
0.00076084,0.085867,191.99,395.06
-5.0
0.00076271,0.082801,193.32,395.66
-4.0
0.0007646,0.079866,194.65,396.25
-3.0
0.0007665,0.077055,195.98,396.84
-2.0
0.00076843,0.074362,197.32,397.43,
-1.0
0.00077037,0.071782,198.66,398.02,
0.0
0.00077233,0.069309,200.0,398.60,
1.0
0.00077431,0.066937,201.34,399.19,
2.0
0.00077631,0.064663,202.69,399.77,
3.0
0.00077833,0.062480,204.04,400.34,
4.0
0.00078037,0.060385,205.40,400.92,
5.0
0.00078243,0.058374,206.75,401.49,
6.0
0.00078451,0.056443,208.11,402.06,
7.0
0.00078661,0.054587,209.47,402.63,
8.0
0.00078873,0.052804,210.84,403.20,
9.0
0.00079088,0.051090,212.21,403.76,
10.0
0.00079305,0.049442,213.58,404.32,
11.0
0.00079524,0.047857,214.95,404.88,
12.0
0.00079745,0.046332,216.33,405.43,
13.0
0.00079969,0.044864,217.71,405.98,
14.0
0.00080196,0.043451,219.09,406.53,
15.0
0.00080425,0.042090,220.48,407.07,
16.0
0.00080657,0.040780,221.87,407.61,
17.0
0.00080891,0.039517,223.26,408.15,
18.0
0.00081128,0.038301,224.66,408.69,
19.0
0.00081368,0.037128,226.06,409.22,
20.0
0.00081610,0.035997,227.47,409.75,
21.0
0.00081856,0.034906,228.88,410.27,
22.0
0.00082105,0.033854,230.29,410.79,
23.0
0.00082357,0.032838,231.70,411.31,
24.0
0.00082612,0.031858,233.12,411.82,
25.0
0.00082870,0.030912,234.55,412.33,
26.0
0.00083131,0.029998,235.97,412.84,
27.0
0.00083396,0.029115,237.40,413.34,
28.0
0.00083665,0.028263,238.84,413.84,
29.0
0.00083937,0.027438,240.28,414.33,
30.0
0.00084213,0.026642,241.72,414.82,
31.0
0.00084493,0.025871,243.17,415.30,
32.0
0.00084777,0.025126,244.62,415.78,
33.0
0.00085065,0.024405,246.08,416.26,
34.0
0.00085357,0.023708,247.54,416.72,
35.0
0.00085653,0.023033,249.01,417.19,
36.0
0.00085954,0.022380,250.48,417.65,
37.0
0.00086259,0.021747,251.95,418.10,
38.0
0.00086569,0.021135,253.43,418.55,
39.0
0.00086884,0.020541,254.92,418.99,
40.0
0.00087204,0.019966,256.41,419.43,
41.0
0.00087529,0.019409,257.91,419.86,
42.0
0.00087859,0.018868,259.41,420.28,
43.0
0.00088195,0.018345,260.91,420.70,
44.0
0.00088537,0.017837,262.43,421.11,
45.0
0.00088885,0.017344,263.94,421.52,
46.0
0.00089238,0.016866,265.47,421.92,
47.0
0.00089598,0.016402,267.00,422.31,
48.0
0.00089965,0.015951,268.53,422.69,
49.0
0.00090338,0.015514,270.07,423.07,
50.0
0.00090719,0.015089,271.62,423.44,
51.0
0.00091107,0.014677,273.18,423.80,
52.0
0.00091502,0.014276,274.74,424.15,
53.0
0.00091905,0.013887,276.31,424.49,
54.0
0.00092317,0.013508,277.89,424.83,
55.0
0.00092737,0.013140,279.47,425.15,
56.0
0.00093166,0.012782,281.06,425.47,
57.0
0.00093604,0.012434,282.66,425.77,
58.0
0.00094052,0.012095,284.27,426.07,
59.0
0.00094510,0.011765,285.88,426.36,
60.0
0.00094979,0.011444,287.50,426.63,
61.0
0.00095459,0.011132,289.14,426.89,
62.0
0.00095950,0.010827,290.78,427.14,
63.0
0.00096454,0.010531,292.43,427.38,
64.0
0.00096970,0.010242,294.09,427.61,
65.0
0.00097500,0.0099604,295.76,427.82,
66.0
0.00098044,0.0096857,297.44,428.02,
67.0
0.00098602,0.0094179,299.14,428.20,
68.0
0.00099177,0.0091566,300.84,428.36,
69.0
0.00099768,0.0089016,302.55,428.52,
70.0
0.00100380,0.0086527,304.28,428.65,
71.0
0.00101000,0.0084095,306.02,428.77,
72.0
0.00101650,0.0081720,307.78,428.86,
73.0
0.00102320,0.0079399,309.55,428.94,
74.0
0.00103010,0.0077129,311.33,429.00,
75.0
0.00103720,0.0074910,313.13,429.03,
76.0
0.00104470,0.0072737,314.94,429.04,
77.0
0.00105230,0.0070611,316.78,429.03,
78.0
0.00106030,0.0068527,318.63,428.98,
79.0
0.00106860,0.0066486,320.50,428.91,
80.0
0.00107730,0.0064483,322.39,428.81,
81.0
0.00108630,0.0062519,324.30,428.68,
82.0
0.00109580,0.0060589,326.24,428.51,
83.0
0.00110570,0.0058692,328.21,428.30,
84.0
0.00111620,0.0056827,330.20,428.05,
85.0
0.00112720,0.0054990,332.22,427.76,
86.0
0.00113880,0.0053178,334.28,427.42,
87.0
0.00115120,0.0051390,336.38,427.02,
88.0
0.00116430,0.0049623,338.51,426.55,
89.0
0.00117840,0.0047872,340.69,426.02,
90.0
0.00119360,0.0046134,342.93,425.42,
91.0
0.00121000,0.0044404,345.22,424.72,
92.0
0.00122790,0.0042678,347.59,423.92,
93.0
0.00124750,0.0040947,350.03,422.99,
94.0
0.00126940,0.0039203,352.58,421.92,
95.0
0.00129420,0.0037434,355.25,420.67,
96.0
0.00132260,0.0035621,358.07,419.18,
97.0
0.00135620,0.0033737,361.12,417.39,
98.0
0.00139760,0.0031733,364.47,415.14,
99.0
0.00145220,0.0029512,368.34,412.16,
100.0
0.00153570,0.0026809,373.30,407.68,
/R-134a

R-407
-118.0
0.00062545,121.5,44.22,341.09
-117.0
0.00062663,106.72,45.56,341.66
-116.0
0.00062781,93.942,46.90,342.23
-115.0
0.00062898,82.857,48.24,342.80
-114.0
0.00063016,73.225,49.57,343.37
-113.0
0.00063134,64.837,50.90,343.95
-112.0
0.00063252,57.519,52.23,344.53
-111.0
0.0006337,51.121,53.55,345.11
-110.0
0.00063488,45.517,54.87,345.69
-109.0
0.00063607,40.599,56.18,346.27
-108.0
0.00063725,36.276,57.50,346.85
-107.0
0.00063844,32.468,58.80,347.44
-106.0
0.00063963,29.108,60.11,348.02
-105.0
0.00064082,26.139,61.42,348.61
-104.0
0.00064202,23.51,62.72,349.20
-103.0
0.00064321,21.178,64.02,349.79
-102.0
0.00064442,19.107,65.32,350.38
-101.0
0.00064562,17.265,66.62,350.97
-100.0
0.00064683,15.623,67.91,351.56
-99.0
0.00064804,14.157,69.20,352.16
-98.0
0.00064925,12.848,70.50,352.75
-97.0
0.00065047,11.675,71.79,353.35
-96.0
0.00065169,10.624,73.08,353.94
-95.0
0.00065291,9.6807,74.37,354.54
-94.0
0.00065414,8.8325,75.65,355.14
-93.0
0.00065538,8.069,76.94,355.74
-92.0
0.00065662,7.3808,78.23,356.34
-91.0
0.00065786,6.7595,79.51,356.95
-90.0
0.00065911,6.1981,80.79,357.55
-89.0
0.00066036,5.69,82.08,358.15
-88.0
0.00066161,5.2296,83.36,358.76
-87.0
0.00066288,4.812,84.64,359.36
-86.0
0.00066414,4.4326,85.93,359.97
-85.0
0.00066542,4.0877,87.21,360.57
-84.0
0.00066669,3.7736,88.49,361.18
-83.0
0.00066798,3.4874,89.77,361.79
-82.0
0.00066926,3.2262,91.05,362.40
-81.0
0.00067056,2.9876,92.34,363.00
-80.0
0.00067186,2.7694,93.62,363.61
-79.0
0.00067317,2.5697,94.90,364.22
-78.0
0.00067448,2.3866,96.18,364.83
-77.0
0.0006758,2.2187,97.46,365.44
-76.0
0.00067712,2.0645,98.75,366.05
-75.0
0.00067845,1.9228,100.03,366.66
-74.0
0.00067979,1.7924,101.31,367.27
-73.0
0.00068114,1.6723,102.60,367.88
-72.0
0.00068249,1.5616,103.88,368.49
-71.0
0.00068385,1.4594,105.16,369.10
-70.0
0.00068521,1.3651,106.45,369.71
-69.0
0.00068658,1.2779,107.74,370.33
-68.0
0.00068796,1.1972,109.02,370.94
-67.0
0.00068935,1.1225,110.31,371.55
-66.0
0.00069075,1.0532,111.60,372.16
-65.0
0.00069215,0.98899,112.88,372.77
-64.0
0.00069356,0.92937,114.17,373.37
-63.0
0.00069498,0.87398,115.46,373.98
-62.0
0.00069641,0.82248,116.76,374.59
-61.0
0.00069784,0.77456,118.05,375.20
-60.0
0.00069929,0.72993,119.34,375.81
-59.0
0.00070074,0.68834,120.63,376.41
-58.0
0.00070220,0.64954,121.93,377.02
-57.0
0.00070367,0.61334,123.22,377.63
-56.0
0.00070515,0.57952,124.52,378.23
-55.0
0.00070664,0.54791,125.82,378.84
-54.0
0.00070814,0.51835,127.12,379.44
-53.0
0.00070965,0.49068,128.42,380.04
-52.0
0.00071116,0.46476,129.72,380.64
-51.0
0.00071269,0.44047,131.02,381.25
-50.0
0.00071423,0.41769,132.33,381.85
-49.0
0.00071577,0.39631,133.63,382.44
-48.0
0.00071733,0.37623,134.94,383.04
-47.0
0.00071890,0.35736,136.25,383.64
-46.0
0.00072048,0.33963,137.56,384.23
-45.0
0.00072207,0.32294,138.87,384.83
-44.0
0.00072367,0.30723,140.18,385.42
-43.0
0.00072528,0.29243,141.50,386.01
-42.0
0.00072690,0.27849,142.81,386.60
-41.0
0.00072854,0.26534,144.13,387.19
-40.0
0.00073018,0.25293,145.45,387.78
-39.0
0.00073184,0.24121,146.77,388.37
-38.0
0.00073351,0.23015,148.09,388.95
-37.0
0.00073520,0.21969,149.42,389.53
-36.0
0.00073689,0.20980,150.74,390.12
-35.0
0.00073860,0.20044,152.07,390.69
-34.0
0.00074033,0.19159,153.40,391.27
-33.0
0.00074206,0.18320,154.73,391.85
-32.0
0.00074381,0.17526,156.07,392.42
-31.0
0.00074558,0.16772,157.40,393.00
-30.0
0.00074735,0.16058,158.74,393.57
-29.0
0.00074915,0.15380,160.08,394.13
-28.0
0.00075095,0.14736,161.42,394.70
-27.0
0.00075277,0.14125,162.77,395.26
-26.0
0.00075461,0.13544,164.11,395.83
-25.0
0.00075646,0.12991,165.46,396.39
-24.0
0.00075833,0.12466,166.81,396.94
-23.0
0.00076022,0.11966,168.16,397.50
-22.0
0.00076212,0.11491,169.52,398.05
-21.0
0.00076404,0.11038,170.88,398.60
-20.0
0.00076597,0.10606,172.24,399.15
-19.0
0.00076793,0.10194,173.60,399.70
-18.0
0.0007699,0.098022,174.96,400.24
-17.0
0.00077189,0.09428,176.33,400.78
-16.0
0.0007739,0.090709,177.70,401.32
-15.0
0.00077592,0.0873,179.07,401.85
-14.0
0.00077797,0.084044,180.45,402.39
-13.0
0.00078004,0.080933,181.82,402.92
-12.0
0.00078212,0.07796,183.20,403.44
-11.0
0.00078423,0.075118,184.59,403.97
-10.0
0.00078636,0.072399,185.97,404.49
-9.0
0.00078851,0.069798,187.36,405.00
-8.0
0.00079068,0.067308,188.75,405.52
-7.0
0.00079288,0.064924,190.15,406.03
-6.0
0.00079509,0.062641,191.55,406.53
-5.0
0.00079734,0.060453,192.95,407.04
-4.0
0.0007996,0.058356,194.35,407.54
-3.0
0.00080189,0.056345,195.76,408.04
-2.0
0.00080421,0.054416,197.17,408.53
-1.0
0.00080655,0.052566,198.58,409.02
0.0
0.00080892,0.05079,200.00,409.51
1.0
0.00081131,0.049085,201.42,409.99
2.0
0.00081374,0.047448,202.84,410.47
3.0
0.00081619,0.045875,204.27,410.94
4.0
0.00081867,0.044363,205.70,411.41
5.0
0.00082118,0.04291,207.14,411.88
6.0
0.00082372,0.041513,208.58,412.34
7.0
0.0008263,0.040169,210.02,412.79
8.0
0.0008289,0.038876,211.47,413.25
9.0
0.00083154,0.037632,212.92,413.69
10.0
0.00083421,0.036434,214.37,414.14
11.0
0.00083692,0.03528,215.83,414.58
12.0
0.00083967,0.034169,217.29,415.01
13.0
0.00084245,0.033098,218.76,415.44
14.0
0.00084527,0.032066,220.23,415.86
15.0
0.00084812,0.031071,221.71,416.28
16.0
0.00085102,0.030112,223.19,416.69
17.0
0.00085396,0.029186,224.68,417.10
18.0
0.00085694,0.028293,226.17,417.50
19.0
0.00085997,0.027432,227.66,417.89
20.0
0.00086304,0.026600,229.16,418.28
21.0
0.00086616,0.025797,230.67,418.67
22.0
0.00086932,0.025021,232.18,419.04
23.0
0.00087254,0.024271,233.69,419.41
24.0
0.00087581,0.023547,235.21,419.77
25.0
0.00087912,0.022847,236.74,420.13
26.0
0.0008825,0.02217,238.27,420.48
27.0
0.00088593,0.021515,239.81,420.82
28.0
0.00088941,0.020882,241.35,421.16
29.0
0.00089296,0.020269,242.90,421.48
30.0
0.00089657,0.019676,244.46,421.80
31.0
0.00090024,0.019102,246.02,422.11
32.0
0.00090398,0.018546,247.59,422.41
33.0
0.00090779,0.018007,249.17,422.71
34.0
0.00091167,0.017485,250.75,422.99
35.0
0.00091563,0.01698,252.34,423.27
36.0
0.00091966,0.01649,253.94,423.53
37.0
0.00092377,0.016015,255.54,423.79
38.0
0.00092797,0.015554,257.15,424.04
39.0
0.00093225,0.015107,258.77,424.27
40.0
0.00093662,0.014674,260.40,424.50
41.0
0.00094109,0.014253,262.04,424.71
42.0
0.00094565,0.013845,263.68,424.92
43.0
0.00095032,0.013448,265.34,425.11
44.0
0.00095509,0.013063,267.00,425.29
45.0
0.00095997,0.012689,268.67,425.45
46.0
0.00096497,0.012325,270.35,425.60
47.0
0.0009701,0.011972,272.04,425.74
48.0
0.00097535,0.011628,273.75,425.87
49.0
0.00098074,0.011294,275.46,425.98
50.0
0.00098626,0.010969,277.18,426.07
51.0
0.00099194,0.010653,278.92,426.15
52.0
0.00099778,0.010345,280.67,426.22
53.0
0.0010038,0.010045,282.43,426.26
54.0
0.00101,0.0097528,284.20,426.29
55.0
0.0010163,0.0094682,285.99,426.29
56.0
0.0010229,0.0091909,287.79,426.28
57.0
0.0010297,0.0089204,289.61,426.25
58.0
0.0010367,0.0086567,291.44,426.19
59.0
0.0010439,0.0083992,293.29,426.11
60.0
0.0010514,0.0081479,295.16,426.01
61.0
0.0010592,0.0079025,297.05,425.87
62.0
0.0010673,0.0076627,298.96,425.72
63.0
0.0010757,0.0074282,300.88,425.53
64.0
0.0010845,0.0071989,302.83,425.31
65.0
0.0010936,0.0069744,304.81,425.05
66.0
0.0011032,0.0067546,306.81,424.76
67.0
0.0011132,0.0065391,308.84,424.43
68.0
0.0011238,0.0063277,310.90,424.06
69.0
0.0011349,0.0061202,312.99,423.65
70.0
0.0011467,0.0059163,315.12,423.18
71.0
0.0011591,0.0057157,317.29,422.66
72.0
0.0011724,0.005518,319.51,422.07
73.0
0.0011866,0.0053231,321.77,421.42
74.0
0.0012019,0.0051304,324.09,420.70
75.0
0.0012184,0.0049396,326.48,419.89
76.0
0.0012364,0.0047503,328.94,418.98
77.0
